date,gamePk,matchup,pick_team,opp_team,status,result,lab_score_published,model_prob,strength_prob_pick,run_prob_pick,pick_pitcher_score,opp_pitcher_score,pick_bullpen_risk,opp_bullpen_risk,assigned_bullpen_innings,pick_woba_15d,opp_woba_15d,pick_woba_30d,opp_woba_30d,pitch_gap,pitch_edge_supports
08/31/2026,823982,New York Yankees @ Los Angeles Angels,Los Angeles Angels,New York Yankees,pass,W,36,0.7126,0.9252,,69,46,71,75,3.8,0.271,0.3322,0.2699,0.3122,23,TRUE
08/31/2026,824314,Baltimore Orioles @ Colorado Rockies,Baltimore Orioles,Colorado Rockies,pass,W,32,0.5892,0.3216,0.2844,53,52,65,72,4.5,0.3111,0.3167,0.3145,0.3264,1,FALSE
09/01/2026,823984,New York Yankees @ Los Angeles Angels,New York Yankees,Los Angeles Angels,official_pick,W,79,0.7343,0.0313,,77,43,75,63,3.2,0.3286,0.2942,0.3099,0.2783,34,TRUE
09/01/2026,824148,Chicago White Sox @ Houston Astros,Chicago White Sox,Houston Astros,official_pick,W,75,0.728,0.0439,0.1034,73,35,74,88,3.6,0.3168,0.2907,0.3312,0.3007,38,TRUE
09/01/2026,824070,Miami Marlins @ Kansas City Royals,Kansas City Royals,Miami Marlins,watchlist,L,72,0.6042,0.7083,0.8218,67,63,44,71,3.8,0.3696,0.2963,0.3226,0.3026,4,TRUE
09/01/2026,824633,Milwaukee Brewers @ Chicago Cubs,Chicago Cubs,Milwaukee Brewers,watchlist,L,69,0.6078,0.7155,0.682,65,60,65,66,3.3,0.4083,0.359,0.3738,0.324,5,TRUE
09/01/2026,825038,Philadelphia Phillies @ Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,pass,W,63,0.5113,0.4774,0.1272,76,75,70,61,3,0.3289,0.3082,0.337,0.3221,1,FALSE
09/01/2026,824391,Toronto Blue Jays @ Cleveland Guardians,Toronto Blue Jays,Cleveland Guardians,pass,L,61,0.5648,0.3704,0.6552,76,71,57,57,6,0.35,0.3211,0.31,0.3167,5,TRUE
09/01/2026,824472,San Diego Padres @ Cincinnati Reds,San Diego Padres,Cincinnati Reds,pass,L,52,0.718,0.0639,0.1331,63,48,68,81,3.9,0.2986,0.3164,0.3185,0.305,15,TRUE
09/01/2026,824313,Baltimore Orioles @ Colorado Rockies,Baltimore Orioles,Colorado Rockies,pass,L,49,0.7365,0.0269,0.2201,60,40,60,62,3.5,0.3033,0.3065,0.3177,0.3175,20,TRUE
09/01/2026,822854,Athletics @ Texas Rangers,Texas Rangers,Athletics,pass,W,46,0.5439,0.5878,0.2091,63,60,70,56,3.7,0.3318,0.3097,0.3039,0.3069,3,FALSE
09/01/2026,823661,Detroit Tigers @ Minnesota Twins,Detroit Tigers,Minnesota Twins,pass,L,45,0.7305,0.039,,80,49,56,35,2.9,0.2507,0.3249,0.2925,0.3248,31,TRUE
09/01/2026,823908,St. Louis Cardinals @ Los Angeles Dodgers,St. Louis Cardinals,Los Angeles Dodgers,pass,W,42,0.5664,0.3672,0.3973,65,58,77,52,3.5,0.2981,0.3155,0.3162,0.3041,7,TRUE
09/01/2026,823340,San Francisco Giants @ Pittsburgh Pirates,Pittsburgh Pirates,San Francisco Giants,pass,W,41,0.5445,0.589,,72,70,69,70,3.6,0.2717,0.3136,0.2863,0.2955,2,FALSE
09/01/2026,822929,New York Mets @ Tampa Bay Rays,New York Mets,Tampa Bay Rays,pass,L,39,0.5766,0.3467,0.6396,60,54,64,63,3.3,0.2929,0.3009,0.3235,0.3262,6,TRUE
09/01/2026,822687,Atlanta Braves @ Washington Nationals,Washington Nationals,Atlanta Braves,pass,W,34,0.6802,0.8605,0.2022,49,36,91,56,4.2,0.3,0.2975,0.3059,0.3017,13,TRUE
09/01/2026,824716,Seattle Mariners @ Boston Red Sox,Seattle Mariners,Boston Red Sox,pass,W,33,0.7208,0.0585,0.7012,68,22,78,85,3.3,0.2829,0.3466,0.2948,0.3489,46,TRUE
09/02/2026,823983,New York Yankees @ Los Angeles Angels,New York Yankees,Los Angeles Angels,official_pick,W,84,0.6903,0.1194,,84,74,64,70,3.2,0.3349,0.2933,0.3186,0.2806,10,TRUE
09/02/2026,824390,Toronto Blue Jays @ Cleveland Guardians,Toronto Blue Jays,Cleveland Guardians,watchlist,W,66,0.7178,0.0644,0.6452,82,62,76,47,3,0.3353,0.3256,0.3082,0.3184,20,TRUE
09/02/2026,823906,St. Louis Cardinals @ Los Angeles Dodgers,Los Angeles Dodgers,St. Louis Cardinals,pass,L,64,0.7326,0.9652,0.5,82,32,65,71,2.4,0.3033,0.3116,0.3059,0.3258,50,TRUE
09/02/2026,824470,San Diego Padres @ Cincinnati Reds,San Diego Padres,Cincinnati Reds,pass,L,63,0.7326,0.0349,,71,36,63,75,,0.3069,0.32,0.3208,0.2998,35,TRUE
09/02/2026,825037,Philadelphia Phillies @ Arizona Diamondbacks,Arizona Diamondbacks,Philadelphia Phillies,pass,W,60,0.7258,0.9516,0.2448,77,47,64,52,4.5,0.3127,0.3271,0.3247,0.3337,30,TRUE
09/02/2026,822931,New York Mets @ Tampa Bay Rays,Tampa Bay Rays,New York Mets,pass,L,60,0.7307,0.9613,0.676,69,50,61,56,4.4,0.298,0.2924,0.3294,0.3224,19,TRUE
09/02/2026,824634,Milwaukee Brewers @ Chicago Cubs,Milwaukee Brewers,Chicago Cubs,pass,W,53,0.7222,0.0557,0.5349,86,51,72,66,3,0.3653,0.3935,0.3315,0.3743,35,TRUE
09/02/2026,822686,Atlanta Braves @ Washington Nationals,Washington Nationals,Atlanta Braves,pass,L,47,0.5545,0.609,,67,64,91,60,,0.304,0.2991,0.3108,0.2997,3,FALSE
09/02/2026,824312,Baltimore Orioles @ Colorado Rockies,Baltimore Orioles,Colorado Rockies,pass,L,46,0.6917,0.1167,0.0808,63,53,55,75,3.5,0.2919,0.3187,0.3184,0.3185,10,TRUE
09/02/2026,823339,San Francisco Giants @ Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,pass,W,46,0.5207,0.4586,0.5,61,59,100,76,3.6,0.3269,0.2947,0.303,0.2985,2,FALSE
09/02/2026,822851,Athletics @ Texas Rangers,Texas Rangers,Athletics,pass,L,43,0.5525,0.6051,,57,54,71,77,,0.3363,0.3102,0.3092,0.3124,3,FALSE
09/02/2026,824717,Seattle Mariners @ Boston Red Sox,Seattle Mariners,Boston Red Sox,pass,W,41,0.7204,0.0592,0.8412,69,50,82,96,3.4,0.2982,0.3363,0.2979,0.3468,19,TRUE
09/02/2026,824068,Miami Marlins @ Kansas City Royals,Miami Marlins,Kansas City Royals,pass,W,33,0.5835,0.3331,0.7331,72,66,76,39,3.6,0.2906,0.3571,0.3075,0.3248,6,TRUE
09/02/2026,823660,Detroit Tigers @ Minnesota Twins,Detroit Tigers,Minnesota Twins,pass,W,25,0.6769,0.1462,0.8808,64,53,68,61,4.8,0.2349,0.3384,0.2852,0.33,11,TRUE
09/02/2026,824147,Chicago White Sox @ Houston Astros,Houston Astros,Chicago White Sox,pass,W,25,0.5093,0.5185,,63,61,88,63,3.6,0.2866,0.3197,0.29,0.3302,2,FALSE
09/03/2026,824069,Miami Marlins @ Kansas City Royals,Kansas City Royals,Miami Marlins,watchlist,W,71,0.5822,0.6644,0.5395,73,69,48,80,2.7,0.3607,0.306,0.3277,0.3129,4,TRUE
09/03/2026,824796,Boston Red Sox @ Baltimore Orioles,Boston Red Sox,Baltimore Orioles,watchlist,W,71,0.6369,0.2263,0.5698,75,66,96,67,3.1,0.33,0.2936,0.348,0.3152,9,TRUE
09/03/2026,823907,St. Louis Cardinals @ Los Angeles Dodgers,Los Angeles Dodgers,St. Louis Cardinals,watchlist,W,70,0.7324,0.9649,0.5,82,47,59,100,3,0.3097,0.3149,0.3096,0.3168,35,TRUE
09/03/2026,822853,Tampa Bay Rays @ Texas Rangers,Texas Rangers,Tampa Bay Rays,pass,W,60,0.5116,0.5231,0.4453,74,73,73,74,3.9,0.3315,0.2937,0.3105,0.3219,1,FALSE
09/03/2026,824632,Milwaukee Brewers @ Chicago Cubs,Milwaukee Brewers,Chicago Cubs,pass,L,53,0.7221,0.0559,0.5698,82,62,99,87,3.5,0.3517,0.3898,0.3374,0.3673,20,TRUE
09/03/2026,823337,San Francisco Giants @ Pittsburgh Pirates,Pittsburgh Pirates,San Francisco Giants,pass,W,52,0.6857,0.8714,,70,58,80,99,,0.2931,0.3221,0.298,0.3006,12,TRUE
09/03/2026,824388,Toronto Blue Jays @ Cleveland Guardians,Cleveland Guardians,Toronto Blue Jays,pass,L,47,0.5389,0.5778,,68,67,53,72,,0.3125,0.3271,0.3146,0.314,1,FALSE
09/03/2026,824144,Chicago White Sox @ Houston Astros,Houston Astros,Chicago White Sox,pass,W,41,0.6918,0.8837,,66,52,65,54,,0.2922,0.31,0.2892,0.3259,14,TRUE
09/03/2026,823095,Athletics @ Seattle Mariners,Seattle Mariners,Athletics,pass,L,24,0.6237,0.7473,0.1967,53,44,91,67,4,0.3074,0.334,0.3003,0.3214,9,TRUE
09/04/2026,824387,Detroit Tigers @ Cleveland Guardians,Cleveland Guardians,Detroit Tigers,value_watch,W,85,0.7275,0.955,0.837,74,40,67,87,3.3,0.3218,0.2566,0.3149,0.2836,34,TRUE
09/04/2026,824424,Detroit Tigers @ Cleveland Guardians,Cleveland Guardians,Detroit Tigers,watchlist,W,79,0.5255,0.5509,0.8791,76,75,67,87,6,0.3183,0.2505,0.313,0.282,1,FALSE
09/04/2026,823824,Chicago Cubs @ Miami Marlins,Chicago Cubs,Miami Marlins,official_pick,W,77,0.6165,0.267,0.3001,69,62,79,76,3.4,0.3934,0.3104,0.3626,0.3133,7,TRUE
09/04/2026,823256,New York Yankees @ San Diego Padres,New York Yankees,San Diego Padres,official_pick,L,75,0.7298,0.0404,0.4433,78,57,51,67,3.4,0.337,0.299,0.3138,0.32,21,TRUE
09/04/2026,824067,Toronto Blue Jays @ Kansas City Royals,Kansas City Royals,Toronto Blue Jays,watchlist,L,72,0.7261,0.9522,0.7261,76,50,61,58,6,0.3589,0.3325,0.3291,0.3192,26,TRUE
09/04/2026,823905,Washington Nationals @ Los Angeles Dodgers,Los Angeles Dodgers,Washington Nationals,watchlist,W,70,0.7315,0.963,0.6666,77,35,63,85,3.8,0.3074,0.2994,0.3126,0.3115,42,TRUE
09/04/2026,823579,San Francisco Giants @ New York Mets,New York Mets,San Francisco Giants,watchlist,W,67,0.7034,0.9068,0.7531,75,59,59,100,3.2,0.304,0.3252,0.3245,0.2994,16,TRUE
09/04/2026,824797,Boston Red Sox @ Baltimore Orioles,Boston Red Sox,Baltimore Orioles,pass,W,62,0.5993,0.3014,0.653,68,62,84,73,3.8,0.3328,0.2946,0.3417,0.3175,6,TRUE
09/04/2026,824471,Milwaukee Brewers @ Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,pass,W,61,0.7062,0.0876,0.2399,66,52,79,71,3.8,0.3463,0.3381,0.332,0.3026,14,TRUE
09/04/2026,823418,Atlanta Braves @ Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,pass,W,56,0.5562,0.3875,0.8333,84,79,61,44,3,0.3203,0.3137,0.3051,0.3271,5,TRUE
09/04/2026,824311,St. Louis Cardinals @ Colorado Rockies,St. Louis Cardinals,Colorado Rockies,pass,W,54,0.7316,0.0368,0.2723,67,44,100,72,3.3,0.3127,0.3172,0.3205,0.312,23,TRUE
09/04/2026,823093,Athletics @ Seattle Mariners,Seattle Mariners,Athletics,pass,L,51,0.7206,0.9412,0.3027,75,27,86,79,3.1,0.3072,0.3433,0.3056,0.3277,48,TRUE
09/04/2026,822852,Tampa Bay Rays @ Texas Rangers,Tampa Bay Rays,Texas Rangers,pass,W,51,0.7098,0.0804,0.3532,75,59,65,63,3.1,0.2823,0.3457,0.3162,0.3118,16,TRUE
09/04/2026,823338,Los Angeles Angels @ Pittsburgh Pirates,Pittsburgh Pirates,Los Angeles Angels,pass,W,47,0.6846,0.8693,,59,47,91,67,4.5,0.2855,0.2907,0.2994,0.2759,12,TRUE
09/04/2026,824554,Minnesota Twins @ Chicago White Sox,Minnesota Twins,Chicago White Sox,pass,L,46,0.5113,0.4774,0.5507,61,59,71,52,3.1,0.3308,0.3029,0.3285,0.3248,2,FALSE
09/04/2026,824146,Arizona Diamondbacks @ Houston Astros,Arizona Diamondbacks,Houston Astros,pass,L,34,0.5063,0.4875,0.2504,50,49,77,68,3.3,0.2937,0.2995,0.3191,0.2878,1,FALSE
