date,gamePk,official_model_version,shadow_model_version,p_home_official,p_home_shadow,home_won,shadow_fip_away,shadow_fip_home,shadow_off_adj,shadow_bp_adj,official_effective_era_away,official_effective_era_home,official_legacy_strength_home,official_bullpen_risk_away,official_bullpen_risk_home
2026-08-04,824645,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5749,0.4696,1
2026-08-04,824321,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.39770000000000005,0.4669,0
2026-08-04,824084,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.38139999999999996,0.3938,1
2026-08-04,824888,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6022,0.5952,1
2026-08-04,822865,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4635,0.5198,1
2026-08-04,823432,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5457,0.5605,1
2026-08-04,824403,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.45799999999999996,0.5326,0
2026-08-05,824158,legacy-strength-fallback,v3.1-bullpen,0.7046,0.7353,0
2026-08-05,824482,legacy-strength-fallback,v3.1-bullpen,0.6576,0.7361,1
2026-08-05,824646,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6989,0.662,1
2026-08-05,823753,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5869,0.6753,1
2026-08-05,824402,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4415,0.4126,0
2026-08-05,824728,legacy-strength-fallback,v3.1-bullpen,0.5707,0.6407,1
2026-08-05,824082,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5007,0.5606,1
2026-08-05,825052,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4524,0.3963,1
